index
seconds,0.5,,instant,t1,0,ba,0
seconds,0.5,,special,ms,80,30
pos,1,,instant,ba,255
pos,1.002,,instant,ba,251
pos,1.004,,instant,ba,246
pos,1.006,,instant,ba,242
pos,1.008,,instant,ba,238
pos,1.01,,instant,ba,234
pos,1.012,,instant,ba,230
pos,1.014,,instant,ba,226
pos,1.016,,instant,ba,222
pos,1.018,,instant,ba,218
pos,1.02,,instant,ba,214
pos,1.022,,instant,ba,210
pos,1.024,,instant,ba,206
pos,1.026,,instant,ba,202
pos,1.028,,instant,ba,199
pos,1.03,,instant,ba,195
pos,1.032,,instant,ba,191
pos,1.034,,instant,ba,188
pos,1.036,,instant,ba,184
pos,1.038,,instant,ba,181
pos,1.04,,instant,ba,177
pos,1.042,,instant,ba,174
pos,1.044,,instant,ba,170
pos,1.046,,instant,ba,167
pos,1.048,,instant,ba,164
pos,1.05,,instant,ba,161
pos,1.052,,instant,ba,157
pos,1.054,,instant,ba,154
pos,1.056,,instant,ba,151
pos,1.058,,instant,ba,148
pos,1.06,,instant,ba,145
pos,1.062,,instant,ba,142
pos,1.064,,instant,ba,139
pos,1.066,,instant,ba,136
pos,1.068,,instant,ba,133
pos,1.07,,instant,ba,131
pos,1.072,,instant,ba,128
pos,1.074,,instant,ba,125
pos,1.076,,instant,ba,122
pos,1.078,,instant,ba,120
pos,1.08,,instant,ba,117
pos,1.082,,instant,ba,114
pos,1.084,,instant,ba,112
pos,1.086,,instant,ba,109
pos,1.088,,instant,ba,107
pos,1.09,,instant,ba,105
pos,1.092,,instant,ba,102
pos,1.094,,instant,ba,100
pos,1.096,,instant,ba,97
pos,1.098,,instant,ba,95
pos,1.1,,instant,ba,93
pos,1.102,,instant,ba,91
pos,1.104,,instant,ba,89
pos,1.106,,instant,ba,86
pos,1.108,,instant,ba,84
pos,1.11,,instant,ba,82
pos,1.112,,instant,ba,80
pos,1.114,,instant,ba,78
pos,1.116,,instant,ba,76
pos,1.118,,instant,ba,74
pos,1.12,,instant,ba,72
pos,1.122,,instant,ba,70
pos,1.124,,instant,ba,69
pos,1.1260000000000001,,instant,ba,67
pos,1.1280000000000001,,instant,ba,65
pos,1.1300000000000001,,instant,ba,63
pos,1.1320000000000001,,instant,ba,62
pos,1.1340000000000001,,instant,ba,60
pos,1.1360000000000001,,instant,ba,58
pos,1.1380000000000001,,instant,ba,57
pos,1.1400000000000001,,instant,ba,55
pos,1.1420000000000001,,instant,ba,54
pos,1.1440000000000001,,instant,ba,52
pos,1.1460000000000001,,instant,ba,50
pos,1.1480000000000001,,instant,ba,49
pos,1.1500000000000001,,instant,ba,48
pos,1.1520000000000001,,instant,ba,46
pos,1.1540000000000001,,instant,ba,45
pos,1.1560000000000001,,instant,ba,43
pos,1.1580000000000001,,instant,ba,42
pos,1.1600000000000001,,instant,ba,41
pos,1.1620000000000001,,instant,ba,40
pos,1.1640000000000001,,instant,ba,38
pos,1.1660000000000001,,instant,ba,37
pos,1.1680000000000001,,instant,ba,36
pos,1.1700000000000002,,instant,ba,35
pos,1.1720000000000002,,instant,ba,34
pos,1.1740000000000002,,instant,ba,32
pos,1.1760000000000002,,instant,ba,31
pos,1.1780000000000002,,instant,ba,30
pos,1.1800000000000002,,instant,ba,29
pos,1.1820000000000002,,instant,ba,28
pos,1.1840000000000002,,instant,ba,27
pos,1.1860000000000002,,instant,ba,26
pos,1.1880000000000002,,instant,ba,25
pos,1.1900000000000002,,instant,ba,24
pos,1.1920000000000002,,instant,ba,23
pos,1.1960000000000002,,instant,ba,22
pos,1.1980000000000002,,instant,ba,21
pos,1.2000000000000002,,instant,ba,20
pos,1.2020000000000002,,instant,ba,19
pos,1.2060000000000002,,instant,ba,18
pos,1.2080000000000002,,instant,ba,17
pos,1.2100000000000002,,instant,ba,16
pos,1.2140000000000002,,instant,ba,15
pos,1.2160000000000002,,instant,ba,14
pos,1.2200000000000002,,instant,ba,13
pos,1.2220000000000002,,instant,ba,12
pos,1.2260000000000002,,instant,ba,11
pos,1.2300000000000002,,instant,ba,10
pos,1.2340000000000002,,instant,ba,9
pos,1.2380000000000002,,instant,ba,8
pos,1.2420000000000002,,instant,ba,7
pos,1.2480000000000002,,instant,ba,6
pos,1.2540000000000002,,instant,ba,5
pos,1.2600000000000002,,instant,ba,4
pos,1.2680000000000002,,instant,ba,3
pos,1.2760000000000002,,instant,ba,2
pos,1.2820000000000003,,instant,t1,1
pos,1.2880000000000003,,instant,ba,1
pos,1.2960000000000003,,instant,t1,2
pos,1.3040000000000003,,instant,t1,3
pos,1.3080000000000003,,instant,ba,0
pos,1.3100000000000003,,instant,t1,4
pos,1.3160000000000003,,instant,t1,5
pos,1.3200000000000003,,instant,t1,6
pos,1.3240000000000003,,instant,t1,7
pos,1.3280000000000003,,instant,t1,8
pos,1.3320000000000003,,instant,t1,9
pos,1.3340000000000003,,instant,t1,10
pos,1.3380000000000003,,instant,t1,11
pos,1.3400000000000003,,instant,t1,12
pos,1.3420000000000003,,instant,t1,13
pos,1.3440000000000003,,instant,t1,14
pos,1.3480000000000003,,instant,t1,15
pos,1.3500000000000003,,instant,t1,16
pos,1.3520000000000003,,instant,t1,17
pos,1.3540000000000003,,instant,t1,18
pos,1.3560000000000003,,instant,t1,19
pos,1.3580000000000003,,instant,t1,21
pos,1.3600000000000003,,instant,t1,22
pos,1.3620000000000003,,instant,t1,23
pos,1.3640000000000003,,instant,t1,24
pos,1.3660000000000003,,instant,t1,25
pos,1.3680000000000003,,instant,t1,27
pos,1.3700000000000003,,instant,t1,28
pos,1.3720000000000003,,instant,t1,30
pos,1.3740000000000003,,instant,t1,31
pos,1.3760000000000003,,instant,t1,33
pos,1.3780000000000003,,instant,t1,34
pos,1.3800000000000003,,instant,t1,36
pos,1.3820000000000003,,instant,t1,38
pos,1.3840000000000003,,instant,t1,39
pos,1.3860000000000003,,instant,t1,41
pos,1.3880000000000003,,instant,t1,43
pos,1.3900000000000003,,instant,t1,45
pos,1.3920000000000003,,instant,t1,47
pos,1.3940000000000003,,instant,t1,49
pos,1.3960000000000004,,instant,t1,51
pos,1.3980000000000004,,instant,t1,53
pos,1.4000000000000004,,instant,t1,55
pos,1.4020000000000004,,instant,t1,57
pos,1.4040000000000004,,instant,t1,60
pos,1.4060000000000004,,instant,t1,62
pos,1.4080000000000004,,instant,t1,64
pos,1.4100000000000004,,instant,t1,67
pos,1.4120000000000004,,instant,t1,69
pos,1.4140000000000004,,instant,t1,72
pos,1.4160000000000004,,instant,t1,75
pos,1.4180000000000004,,instant,t1,77
pos,1.4200000000000004,,instant,t1,80
pos,1.4220000000000004,,instant,t1,83
pos,1.4240000000000004,,instant,t1,86
pos,1.4260000000000004,,instant,t1,89
pos,1.4280000000000004,,instant,t1,92
pos,1.4300000000000004,,instant,t1,95
pos,1.4320000000000004,,instant,t1,98
pos,1.4340000000000004,,instant,t1,102
pos,1.4360000000000004,,instant,t1,105
pos,1.4380000000000004,,instant,t1,108
