index
seconds,3.111,,lightning,t1,255,29
seconds,3.134,,lightning,ba,90,26
seconds,3.152,,lightning,t0,255,28
seconds,3.174,,lightning,ba,90,25
seconds,3.193,,lightning,t4,255,30
seconds,3.211,,lightning,ba,90,25
seconds,3.233,,lightning,t1,255,27
seconds,3.256,,lightning,ba,90,30
seconds,3.276,,lightning,t0,255,29
seconds,3.297,,lightning,ba,90,26
seconds,3.317,,lightning,t1,255,32
seconds,3.337,,lightning,ba,90,29
seconds,3.36,,lightning,t0,255,29
seconds,3.382,,lightning,ba,90,32
seconds,3.404,,lightning,t4,255,25
seconds,3.427,,lightning,ba,90,28
seconds,3.448,,lightning,t1,255,32
seconds,3.47,,lightning,ba,90,28
seconds,3.492,,lightning,t5,255,28
seconds,3.51,,lightning,ba,90,32
seconds,3.532,,lightning,t4,255,25
seconds,3.55,,lightning,ba,90,32
seconds,3.568,,lightning,t0,246,28
seconds,3.588,,lightning,ba,83,29
seconds,3.61,,lightning,t1,228,26
seconds,3.63,,lightning,ba,77,31
seconds,3.652,,lightning,t4,211,29
seconds,3.675,,lightning,ba,71,31
seconds,3.694,,lightning,t5,193,25
seconds,3.717,,lightning,ba,65,29
seconds,3.738,,lightning,t4,175,31
seconds,3.756,,lightning,ba,58,28
seconds,3.775,,lightning,t0,158,27
seconds,3.797,,lightning,ba,52,26
seconds,3.816,,lightning,t5,140,27
seconds,3.834,,lightning,ba,46,27
seconds,3.852,,lightning,t4,123,30
seconds,3.87,,lightning,ba,40,31
seconds,3.892,,lightning,t1,105,32
seconds,3.911,,lightning,ba,34,32
seconds,3.929,,lightning,t4,87,32
seconds,3.949,,lightning,ba,27,30
seconds,3.97,,lightning,t0,70,26
seconds,3.992,,lightning,ba,21,30
seconds,4.011,,lightning,t4,52,31
seconds,4.031,,lightning,ba,15,32
seconds,4.051,,lightning,t1,35,32
seconds,4.071,,lightning,ba,9,29
seconds,4.089,,lightning,t5,17,26
seconds,4.112,,lightning,ba,3,29
seconds,4.93,,lightning,t0,8,25
seconds,4.95,,lightning,ba,6,29
seconds,4.97,,lightning,t5,26,27
seconds,4.988,,lightning,ba,12,30
seconds,5.01,,lightning,t1,43,32
seconds,5.032,,lightning,ba,18,32
seconds,5.053,,lightning,t5,61,26
seconds,5.075,,lightning,ba,24,28
seconds,5.095,,lightning,t0,79,32
seconds,5.117,,lightning,ba,31,25
seconds,5.139,,lightning,t4,96,32
seconds,5.162,,lightning,ba,37,30
seconds,5.185,,lightning,t0,114,32
seconds,5.203,,lightning,ba,43,27
seconds,5.223,,lightning,t1,131,31
seconds,5.244,,lightning,ba,49,28
seconds,5.262,,lightning,t0,149,32
seconds,5.28,,lightning,ba,55,31
seconds,5.298,,lightning,t1,167,31
seconds,5.32,,lightning,ba,62,28
seconds,5.338,,lightning,t4,184,27
seconds,5.359,,lightning,ba,68,31
seconds,5.379,,lightning,t0,202,32
seconds,5.401,,lightning,ba,74,29
seconds,5.42,,lightning,t4,219,31
seconds,5.438,,lightning,ba,80,27
seconds,5.459,,lightning,t0,237,28
seconds,5.48,,lightning,ba,86,32
seconds,5.501,,lightning,t1,255,26
seconds,5.523,,lightning,ba,90,30
seconds,5.545,,lightning,t5,255,29
seconds,5.567,,lightning,ba,90,31
seconds,5.586,,lightning,t4,255,32
seconds,5.609,,lightning,ba,90,32
seconds,5.629,,lightning,t5,255,27
seconds,5.649,,lightning,ba,90,26
seconds,5.67,,lightning,t0,255,29
seconds,5.693,,lightning,ba,90,25
seconds,5.714,,lightning,t4,255,32
seconds,5.733,,lightning,ba,90,26
seconds,5.751,,lightning,t0,255,29
seconds,5.773,,lightning,ba,90,28
seconds,5.792,,lightning,t5,255,31
seconds,5.815,,lightning,ba,90,31
seconds,5.834,,lightning,t0,255,28
seconds,5.856,,lightning,ba,90,29
seconds,5.878,,lightning,t4,255,26
seconds,5.899,,lightning,ba,90,26
seconds,5.917,,lightning,t5,255,26
seconds,5.94,,lightning,ba,90,28
seconds,5.962,,lightning,t1,255,32
seconds,5.98,,lightning,ba,90,27
seconds,5.998,,lightning,t0,255,30
seconds,6.016,,lightning,ba,90,26
seconds,6.038,,lightning,t1,255,28
seconds,6.061,,lightning,ba,90,26
seconds,6.084,,lightning,t0,255,28
seconds,6.104,,lightning,ba,90,25
seconds,6.127,,lightning,t4,255,27
seconds,6.147,,lightning,ba,90,25
seconds,6.166,,lightning,t5,255,28
seconds,6.185,,lightning,ba,90,27
seconds,6.203,,lightning,t0,255,32
seconds,6.221,,lightning,ba,90,32
seconds,6.24,,lightning,t1,255,27
seconds,6.261,,lightning,ba,90,25
seconds,6.279,,lightning,t5,255,32
seconds,6.297,,lightning,ba,90,32
seconds,6.316,,lightning,t0,255,29
seconds,6.338,,lightning,ba,90,32
seconds,6.36,,lightning,t4,255,29
seconds,6.382,,lightning,ba,90,28
seconds,6.404,,lightning,t1,255,32
seconds,6.423,,lightning,ba,90,32
seconds,6.446,,lightning,t0,255,25
seconds,6.464,,lightning,ba,90,25
seconds,6.486,,lightning,t1,255,26
seconds,6.508,,lightning,ba,90,32
seconds,6.53,,lightning,t0,255,26
seconds,6.549,,lightning,ba,90,32
seconds,6.568,,lightning,t5,255,30
seconds,6.587,,lightning,ba,90,25
seconds,6.605,,lightning,t4,255,28
seconds,6.628,,lightning,ba,90,32
seconds,6.65,,lightning,t0,255,27
seconds,6.67,,lightning,ba,90,26
seconds,6.689,,lightning,t1,255,25
seconds,6.709,,lightning,ba,90,32
seconds,6.728,,lightning,t4,255,27
seconds,6.746,,lightning,ba,90,25
seconds,6.764,,lightning,t5,255,31
seconds,6.784,,lightning,ba,90,30
seconds,6.802,,lightning,t0,255,30
seconds,6.824,,lightning,ba,90,25
seconds,6.846,,lightning,t4,255,27
seconds,6.864,,lightning,ba,90,26
seconds,6.885,,lightning,t5,255,27
seconds,6.908,,lightning,ba,90,25
seconds,6.929,,lightning,t0,255,27
seconds,6.952,,lightning,ba,90,30
seconds,6.97,,lightning,t5,255,25
seconds,6.991,,lightning,ba,90,29
seconds,7.012,,lightning,t4,255,29
seconds,7.035,,lightning,ba,90,29
seconds,7.053,,lightning,t1,255,30
seconds,7.074,,lightning,ba,90,27
seconds,7.093,,lightning,t4,255,28
seconds,7.113,,lightning,ba,90,27
seconds,7.131,,lightning,t5,255,27
seconds,7.153,,lightning,ba,90,25
seconds,7.175,,lightning,t4,255,28
seconds,7.198,,lightning,ba,90,28
seconds,7.221,,lightning,t5,255,27
seconds,7.242,,lightning,ba,90,27
seconds,7.264,,lightning,t0,255,28
seconds,7.287,,lightning,ba,90,26
seconds,7.308,,lightning,t4,255,30
seconds,7.327,,lightning,ba,90,27
seconds,7.348,,lightning,t0,255,28
seconds,7.367,,lightning,ba,90,25
seconds,7.386,,lightning,t5,255,27
seconds,7.407,,lightning,ba,90,28
seconds,7.426,,lightning,t0,255,30
seconds,7.447,,lightning,ba,90,27
seconds,7.468,,lightning,t5,255,30
seconds,7.487,,lightning,ba,90,25
seconds,7.505,,lightning,t0,255,27
seconds,7.526,,lightning,ba,90,26
seconds,7.545,,lightning,t5,255,26
seconds,7.568,,lightning,ba,90,32
seconds,7.589,,lightning,t1,255,28
seconds,7.609,,lightning,ba,90,28
seconds,7.629,,lightning,t5,255,30
seconds,7.647,,lightning,ba,90,29
seconds,7.665,,lightning,t1,255,26
seconds,7.688,,lightning,ba,90,31
seconds,7.707,,lightning,t0,255,31
seconds,7.73,,lightning,ba,90,26
seconds,7.753,,lightning,t4,255,32
seconds,7.775,,lightning,ba,90,27
seconds,7.794,,lightning,t5,255,32
seconds,7.812,,lightning,ba,90,29
seconds,7.833,,lightning,t4,255,30
seconds,7.852,,lightning,ba,90,28
seconds,7.875,,lightning,t1,255,26
seconds,7.896,,lightning,ba,90,32
seconds,7.919,,lightning,t4,255,26
seconds,7.939,,lightning,ba,90,30
seconds,7.959,,lightning,t5,255,27
seconds,7.981,,lightning,ba,90,26
seconds,8.002,,lightning,t0,255,32
seconds,8.023,,lightning,ba,90,26
seconds,8.042,,lightning,t4,255,25
seconds,8.065,,lightning,ba,90,29
seconds,8.087,,lightning,t5,255,27
seconds,8.105,,lightning,ba,90,30
seconds,8.127,,lightning,t1,255,30
seconds,8.149,,lightning,ba,90,28
seconds,8.172,,lightning,t5,255,28
seconds,8.192,,lightning,ba,90,32
seconds,8.21,,lightning,t1,255,28
seconds,8.233,,lightning,ba,90,32
seconds,8.252,,lightning,t0,255,26
seconds,8.27,,lightning,ba,90,30
seconds,8.291,,lightning,t4,255,32
seconds,8.312,,lightning,ba,90,32
seconds,8.335,,lightning,t5,255,30
seconds,8.357,,lightning,ba,86,28
seconds,8.379,,lightning,t0,237,27
seconds,8.399,,lightning,ba,80,28
seconds,8.42,,lightning,t4,219,29
seconds,8.442,,lightning,ba,74,27
seconds,8.464,,lightning,t0,202,31
seconds,8.487,,lightning,ba,68,28
seconds,8.509,,lightning,t4,184,31
seconds,8.531,,lightning,ba,62,32
seconds,8.55,,lightning,t0,167,30
seconds,8.568,,lightning,ba,55,29
seconds,8.587,,lightning,t1,149,25
seconds,8.606,,lightning,ba,49,30
seconds,8.626,,lightning,t0,131,31
seconds,8.646,,lightning,ba,43,28
seconds,8.669,,lightning,t1,114,31
seconds,8.687,,lightning,ba,37,30
seconds,8.709,,lightning,t4,96,26
seconds,8.727,,lightning,ba,31,25
seconds,8.748,,lightning,t0,79,31
seconds,8.767,,lightning,ba,24,25
seconds,8.786,,lightning,t4,61,27
seconds,8.807,,lightning,ba,18,28
seconds,8.827,,lightning,t1,43,26
seconds,8.848,,lightning,ba,12,27
seconds,8.871,,lightning,t5,26,27
seconds,8.89,,lightning,ba,6,26
seconds,8.91,,lightning,t4,8,26
seconds,9.731,,lightning,ba,3,31
seconds,9.75,,lightning,t5,17,31
seconds,9.768,,lightning,ba,9,31
seconds,9.788,,lightning,t4,35,26
seconds,9.806,,lightning,ba,15,27
seconds,9.829,,lightning,t0,52,29
seconds,9.85,,lightning,ba,21,28
seconds,9.873,,lightning,t1,70,28
seconds,9.891,,lightning,ba,27,28
seconds,9.912,,lightning,t5,87,30
seconds,9.93,,lightning,ba,34,27
seconds,9.952,,lightning,t1,105,31
seconds,9.972,,lightning,ba,40,26
seconds,9.992,,lightning,t0,123,26
seconds,10.014,,lightning,ba,46,32
seconds,10.033,,lightning,t5,140,31
seconds,10.052,,lightning,ba,52,28
seconds,10.07,,lightning,t4,158,32
seconds,10.089,,lightning,ba,58,26
seconds,10.108,,lightning,t5,175,31
seconds,10.126,,lightning,ba,65,30
seconds,10.144,,lightning,t4,193,31
seconds,10.162,,lightning,ba,71,27
seconds,10.182,,lightning,t1,211,28
seconds,10.201,,lightning,ba,77,29
seconds,10.221,,lightning,t4,228,31
seconds,10.241,,lightning,ba,83,32
seconds,10.259,,lightning,t1,246,31
seconds,10.278,,lightning,ba,90,26
seconds,10.299,,lightning,t0,255,29
seconds,10.32,,lightning,ba,90,25
seconds,10.342,,lightning,t5,255,31
seconds,10.362,,lightning,ba,90,31
seconds,10.382,,lightning,t4,255,25
seconds,10.403,,lightning,ba,90,26
seconds,10.424,,lightning,t0,255,30
seconds,10.445,,lightning,ba,90,31
seconds,10.463,,lightning,t1,255,27
seconds,10.481,,lightning,ba,90,29
seconds,10.504,,lightning,t5,255,26
seconds,10.526,,lightning,ba,90,29
seconds,10.548,,lightning,t1,255,32
seconds,10.57,,lightning,ba,90,32
seconds,10.593,,lightning,t5,255,27
seconds,10.614,,lightning,ba,90,32
seconds,10.634,,lightning,t4,255,31
seconds,10.655,,lightning,ba,90,29
seconds,10.676,,lightning,t0,255,27
seconds,10.698,,lightning,ba,90,28
seconds,10.719,,lightning,t4,255,32
seconds,10.739,,lightning,ba,90,25
seconds,10.758,,lightning,t0,255,25
seconds,10.779,,lightning,ba,90,26
seconds,10.802,,lightning,t1,255,26
seconds,10.823,,lightning,ba,90,30
seconds,10.843,,lightning,t5,255,28
seconds,10.865,,lightning,ba,90,25
seconds,10.884,,lightning,t0,255,29
seconds,10.903,,lightning,ba,90,25
seconds,10.926,,lightning,t1,255,27
seconds,10.947,,lightning,ba,90,26
seconds,10.965,,lightning,t0,255,27
seconds,10.987,,lightning,ba,90,28
seconds,11.01,,lightning,t5,255,25
seconds,11.028,,lightning,ba,90,26
seconds,11.05,,lightning,t0,255,28
seconds,11.071,,lightning,ba,90,26
seconds,11.094,,lightning,t4,255,25
seconds,11.115,,lightning,ba,90,30
seconds,11.133,,lightning,t1,255,25
seconds,11.155,,lightning,ba,90,26
seconds,11.176,,lightning,t5,255,30
seconds,11.198,,lightning,ba,90,31
seconds,11.219,,lightning,t4,255,26
seconds,11.24,,lightning,ba,90,27
seconds,11.259,,lightning,t0,255,25
seconds,11.277,,lightning,ba,90,28
seconds,11.296,,lightning,t5,255,28
seconds,11.314,,lightning,ba,90,26
seconds,11.336,,lightning,t4,255,28
seconds,11.357,,lightning,ba,90,27
seconds,11.376,,lightning,t5,255,28
seconds,11.397,,lightning,ba,90,30
seconds,11.416,,lightning,t0,255,29
seconds,11.439,,lightning,ba,90,32
seconds,11.46,,lightning,t4,255,32
seconds,11.482,,lightning,ba,90,31
seconds,11.504,,lightning,t0,255,29
seconds,11.523,,lightning,ba,90,26
seconds,11.546,,lightning,t1,255,31
seconds,11.566,,lightning,ba,90,31
seconds,11.589,,lightning,t4,255,32
seconds,11.609,,lightning,ba,90,28
seconds,11.628,,lightning,t0,255,28
seconds,11.65,,lightning,ba,90,29
seconds,11.672,,lightning,t4,255,29
seconds,11.69,,lightning,ba,90,30
seconds,11.709,,lightning,t0,255,25
seconds,11.728,,lightning,ba,90,26
seconds,11.75,,lightning,t5,255,25
seconds,11.768,,lightning,ba,90,31
seconds,11.791,,lightning,t1,255,32
seconds,11.809,,lightning,ba,90,27
seconds,11.828,,lightning,t0,255,32
seconds,11.849,,lightning,ba,90,26
seconds,11.871,,lightning,t5,255,27
seconds,11.893,,lightning,ba,90,29
seconds,11.914,,lightning,t4,255,27
seconds,11.933,,lightning,ba,90,30
seconds,11.956,,lightning,t5,255,29
seconds,11.977,,lightning,ba,90,25
seconds,11.997,,lightning,t4,255,28
seconds,12.015,,lightning,ba,90,29
seconds,12.034,,lightning,t5,255,25
seconds,12.057,,lightning,ba,90,28
seconds,12.078,,lightning,t0,255,29
seconds,12.096,,lightning,ba,90,25
seconds,12.117,,lightning,t1,255,25
seconds,12.137,,lightning,ba,90,29
seconds,12.155,,lightning,t0,255,32
seconds,12.178,,lightning,ba,90,26
seconds,12.201,,lightning,t5,255,31
seconds,12.223,,lightning,ba,90,27
seconds,12.241,,lightning,t0,255,30
seconds,12.261,,lightning,ba,90,27
seconds,12.28,,lightning,t5,255,29
seconds,12.298,,lightning,ba,90,27
seconds,12.321,,lightning,t4,255,27
seconds,12.341,,lightning,ba,90,26
seconds,12.36,,lightning,t5,255,29
seconds,12.379,,lightning,ba,90,27
seconds,12.397,,lightning,t0,255,26
seconds,12.415,,lightning,ba,90,27
seconds,12.437,,lightning,t1,255,30
seconds,12.457,,lightning,ba,90,27
seconds,12.479,,lightning,t4,255,30
seconds,12.497,,lightning,ba,90,29
seconds,12.52,,lightning,t0,255,27
seconds,12.54,,lightning,ba,90,25
seconds,12.558,,lightning,t4,255,30
seconds,12.578,,lightning,ba,90,25
seconds,12.6,,lightning,t1,255,32
seconds,12.618,,lightning,ba,90,26
seconds,12.641,,lightning,t5,255,32
seconds,12.659,,lightning,ba,90,25
seconds,12.682,,lightning,t0,255,29
seconds,12.7,,lightning,ba,90,27
seconds,12.721,,lightning,t1,255,29
seconds,12.742,,lightning,ba,90,28
seconds,12.764,,lightning,t0,255,27
seconds,12.782,,lightning,ba,90,25
seconds,12.801,,lightning,t4,255,30
seconds,12.819,,lightning,ba,90,27
seconds,12.838,,lightning,t1,255,30
seconds,12.861,,lightning,ba,90,25
seconds,12.881,,lightning,t4,255,25
seconds,12.901,,lightning,ba,90,28
seconds,12.923,,lightning,t1,255,30
seconds,12.943,,lightning,ba,90,29
seconds,12.964,,lightning,t4,255,29
seconds,12.983,,lightning,ba,90,30
seconds,13.001,,lightning,t5,255,31
seconds,13.02,,lightning,ba,90,29
seconds,13.039,,lightning,t1,255,32
seconds,13.061,,lightning,ba,90,32
seconds,13.081,,lightning,t0,255,31
seconds,13.101,,lightning,ba,90,27
seconds,13.122,,lightning,t5,246,27
seconds,13.144,,lightning,ba,83,29
seconds,13.167,,lightning,t1,228,30
seconds,13.189,,lightning,ba,77,25
seconds,13.212,,lightning,t0,211,30
seconds,13.232,,lightning,ba,71,32
seconds,13.253,,lightning,t4,193,31
seconds,13.274,,lightning,ba,65,30
seconds,13.296,,lightning,t0,175,31
seconds,13.318,,lightning,ba,58,31
seconds,13.339,,lightning,t4,158,32
seconds,13.359,,lightning,ba,52,26
seconds,13.381,,lightning,t0,140,31
seconds,13.403,,lightning,ba,46,32
seconds,13.426,,lightning,t5,123,30
seconds,13.448,,lightning,ba,40,25
seconds,13.467,,lightning,t0,105,30
seconds,13.486,,lightning,ba,34,25
seconds,13.507,,lightning,t5,87,31
seconds,13.528,,lightning,ba,27,26
seconds,13.549,,lightning,t4,70,28
seconds,13.57,,lightning,ba,21,32
seconds,13.588,,lightning,t5,52,26
seconds,13.606,,lightning,ba,15,29
seconds,13.628,,lightning,t0,35,25
seconds,13.651,,lightning,ba,9,29
seconds,13.669,,lightning,t1,17,28
seconds,13.687,,lightning,ba,3,30
seconds,14.508,,lightning,t0,8,31
seconds,14.53,,lightning,ba,6,29
seconds,14.551,,lightning,t1,26,25
seconds,14.569,,lightning,ba,12,30
seconds,14.589,,lightning,t0,43,29
seconds,14.612,,lightning,ba,18,31
seconds,14.632,,lightning,t4,61,27
seconds,14.654,,lightning,ba,24,28
seconds,14.672,,lightning,t5,79,31
seconds,14.693,,lightning,ba,31,31
seconds,14.711,,lightning,t1,96,30
seconds,14.73,,lightning,ba,37,29
seconds,14.751,,lightning,t4,114,32
seconds,14.771,,lightning,ba,43,27
seconds,14.791,,lightning,t5,131,30
seconds,14.809,,lightning,ba,49,28
seconds,14.827,,lightning,t1,149,27
seconds,14.849,,lightning,ba,55,32
seconds,14.872,,lightning,t4,167,25
seconds,14.895,,lightning,ba,62,25
seconds,14.913,,lightning,t5,184,26
seconds,14.936,,lightning,ba,68,25
seconds,14.954,,lightning,t1,202,25
seconds,14.976,,lightning,ba,74,25
seconds,14.998,,lightning,t4,219,31
seconds,15.018,,lightning,ba,80,28
seconds,15.037,,lightning,t0,237,29
seconds,15.055,,lightning,ba,86,26
seconds,15.073,,lightning,t4,255,29
seconds,15.094,,lightning,ba,90,26
seconds,15.115,,lightning,t1,255,26
seconds,15.135,,lightning,ba,90,25
seconds,15.155,,lightning,t4,255,32
seconds,15.175,,lightning,ba,90,25
seconds,15.197,,lightning,t5,255,25
seconds,15.22,,lightning,ba,90,27
seconds,15.24,,lightning,t1,255,31
seconds,15.262,,lightning,ba,90,30
seconds,15.285,,lightning,t5,255,29
seconds,15.307,,lightning,ba,90,29
seconds,15.327,,lightning,t4,255,28
seconds,15.346,,lightning,ba,90,32
seconds,15.367,,lightning,t5,255,25
seconds,15.389,,lightning,ba,90,25
seconds,15.407,,lightning,t4,255,32
seconds,15.428,,lightning,ba,90,32
seconds,15.451,,lightning,t0,255,28
seconds,15.47,,lightning,ba,90,31
seconds,15.492,,lightning,t1,255,28
seconds,15.514,,lightning,ba,90,28
seconds,15.537,,lightning,t0,255,27
seconds,15.559,,lightning,ba,90,28
seconds,15.58,,lightning,t5,255,29
seconds,15.601,,lightning,ba,90,25
seconds,15.622,,lightning,t1,255,31
seconds,15.645,,lightning,ba,90,28
seconds,15.665,,lightning,t4,255,29
seconds,15.686,,lightning,ba,90,27
seconds,15.706,,lightning,t0,255,31
seconds,15.727,,lightning,ba,90,27
seconds,15.748,,lightning,t5,255,25
seconds,15.77,,lightning,ba,90,26
seconds,15.792,,lightning,t4,255,25
seconds,15.812,,lightning,ba,90,25
seconds,15.831,,lightning,t0,255,27
seconds,15.852,,lightning,ba,90,25
seconds,15.872,,lightning,t5,255,25
seconds,15.892,,lightning,ba,90,30
seconds,15.914,,lightning,t4,255,29
seconds,15.932,,lightning,ba,90,27
seconds,15.95,,lightning,t1,255,28
seconds,15.971,,lightning,ba,90,30
seconds,15.989,,lightning,t4,255,29
seconds,16.01,,lightning,ba,90,31
seconds,16.03,,lightning,t5,255,31
seconds,16.049,,lightning,ba,90,30
seconds,16.072,,lightning,t1,255,32
seconds,16.093,,lightning,ba,90,28
seconds,16.112,,lightning,t0,255,29
seconds,16.131,,lightning,ba,90,27
seconds,16.151,,lightning,t5,255,28
seconds,16.171,,lightning,ba,90,31
seconds,16.193,,lightning,t1,255,32
seconds,16.211,,lightning,ba,90,29
seconds,16.234,,lightning,t4,255,26
seconds,16.256,,lightning,ba,90,30
seconds,16.277,,lightning,t5,255,28
seconds,16.296,,lightning,ba,90,32
seconds,16.317,,lightning,t0,255,32
seconds,16.336,,lightning,ba,90,30
seconds,16.356,,lightning,t4,255,27
seconds,16.376,,lightning,ba,90,32
seconds,16.399,,lightning,t5,255,28
seconds,16.42,,lightning,ba,90,26
seconds,16.44,,lightning,t1,255,32
seconds,16.459,,lightning,ba,90,25
seconds,16.481,,lightning,t0,255,29
seconds,16.499,,lightning,ba,90,30
seconds,16.519,,lightning,t1,255,27
seconds,16.541,,lightning,ba,90,26
seconds,16.56,,lightning,t5,255,27
seconds,16.581,,lightning,ba,90,31
seconds,16.604,,lightning,t1,255,30
seconds,16.624,,lightning,ba,90,25
