index
seconds,0,,instant,ta,0,ba,0
seconds,0,,special,ms,100,30
pos,0.5,,special,tr
seconds,0,,lightning,t4,25,16
seconds,0.007,,lightning,ba,18,18
seconds,0.012,,lightning,t1,76,18
seconds,0.018000000000000002,,lightning,ba,36,18
seconds,0.024,,lightning,t4,127,16
seconds,0.034,,lightning,ba,54,19
seconds,0.039,,lightning,t1,178,18
seconds,0.047,,lightning,ba,72,16
seconds,0.057,,lightning,t0,229,16
seconds,0.063,,lightning,ba,90,17
seconds,0.072,,lightning,t5,255,20
seconds,0.078,,lightning,ba,90,20
seconds,0.084,,lightning,t4,229,18
seconds,0.092,,lightning,ba,72,19
seconds,0.10099999999999999,,lightning,t1,178,16
seconds,0.11099999999999999,,lightning,ba,54,19
seconds,0.118,,lightning,t4,127,17
seconds,0.128,,lightning,ba,36,17
seconds,0.138,,lightning,t5,76,16
seconds,0.14800000000000002,,lightning,ba,18,16
seconds,0.15300000000000002,,lightning,t4,25,17
pos,0.75,,special,tr
seconds,0.15800000000000003,,lightning,ba,9,16
seconds,0.16500000000000004,,lightning,t5,51,20
seconds,0.17200000000000004,,lightning,ba,27,18
seconds,0.18100000000000005,,lightning,t1,102,19
seconds,0.18700000000000006,,lightning,ba,45,18
seconds,0.19300000000000006,,lightning,t4,153,20
seconds,0.20300000000000007,,lightning,ba,62,17
seconds,0.20900000000000007,,lightning,t5,204,17
seconds,0.21900000000000008,,lightning,ba,81,20
seconds,0.2280000000000001,,lightning,t1,255,19
seconds,0.2350000000000001,,lightning,ba,90,17
seconds,0.2400000000000001,,lightning,t4,255,16
seconds,0.2470000000000001,,lightning,ba,81,16
seconds,0.2520000000000001,,lightning,t5,204,20
seconds,0.2570000000000001,,lightning,ba,62,19
seconds,0.2620000000000001,,lightning,t4,153,18
seconds,0.27100000000000013,,lightning,ba,45,16
seconds,0.27700000000000014,,lightning,t5,102,20
seconds,0.28200000000000014,,lightning,ba,27,17
seconds,0.28800000000000014,,lightning,t1,51,18
seconds,0.29300000000000015,,lightning,ba,9,17
pos,1.0,,special,tr
seconds,0.30200000000000016,,lightning,t0,25,20
seconds,0.31000000000000016,,lightning,ba,18,20
seconds,0.31700000000000017,,lightning,t4,76,18
seconds,0.3230000000000002,,lightning,ba,36,18
seconds,0.3310000000000002,,lightning,t0,127,19
seconds,0.3390000000000002,,lightning,ba,54,17
seconds,0.3450000000000002,,lightning,t5,178,20
seconds,0.3500000000000002,,lightning,ba,72,18
seconds,0.3560000000000002,,lightning,t4,229,17
seconds,0.3610000000000002,,lightning,ba,90,20
seconds,0.3710000000000002,,lightning,t5,255,20
seconds,0.3790000000000002,,lightning,ba,90,18
seconds,0.38400000000000023,,lightning,t1,229,16
