Trigger Type,Trigger From,Trigger To,Command Type,,,,
seconds,0,,instant,ta,0,ba,0
seconds,0.5,,instant,ta,255
seconds,1,3.805,instanttolinear,ta,0,255
seconds,3.5,,instant,ta,0,,
seconds,4,6.805,instanttolinear,ta,255,0
seconds,5,,instant,ta,0,,
