seconds,0,,instant,ta,0,ba,0
seconds,0,,special,ms,0,30
seconds,0.5,,special,tr
seconds,0,,instant,ta,1,ba,1
seconds,0,,special,ms,28,10
seconds,0.1,,special,ms,29,10
seconds,0.3,,special,ms,30,10
seconds,0.5000000000000001,,special,ms,31,10
seconds,0.6800000000000003,,special,ms,32,10
seconds,0.8800000000000004,,special,ms,33,10
seconds,1.0600000000000005,,special,ms,34,10
seconds,1.2600000000000007,,special,ms,35,10
seconds,1.4600000000000009,,special,ms,36,10
seconds,1.640000000000001,,special,ms,37,10
seconds,1.8400000000000012,,special,ms,38,10
seconds,2.0200000000000014,,special,ms,39,10
seconds,2.2200000000000015,,special,ms,40,10
seconds,2.4200000000000017,,special,ms,41,10
seconds,2.600000000000002,,special,ms,42,10
seconds,2.780000000000002,,instant,ta,2,ba,2
seconds,2.800000000000002,,special,ms,43,10
seconds,3.000000000000002,,special,ms,44,10
seconds,3.1600000000000024,,instant,ta,3,ba,3
seconds,3.1800000000000024,,special,ms,45,10
seconds,3.3800000000000026,,special,ms,46,10
seconds,3.4400000000000026,,instant,ta,4,ba,4
seconds,3.5600000000000027,,special,ms,47,10
seconds,3.660000000000003,,instant,ta,5,ba,5
seconds,3.760000000000003,,special,ms,48,10
seconds,3.840000000000003,,instant,ta,6,ba,6
seconds,3.960000000000003,,special,ms,49,10
seconds,4.000000000000003,,instant,ta,7,ba,7
seconds,4.14,,special,ms,50,10
seconds,4.159999999999999,,instant,ta,8,ba,8
seconds,4.279999999999997,,instant,ta,9,ba,9
seconds,4.339999999999995,,special,ms,51,10
seconds,4.399999999999994,,instant,ta,10,ba,10
seconds,4.519999999999992,,instant,ta,11,ba,11
seconds,4.519999999999992,,special,ms,52,10
seconds,4.6199999999999894,,instant,ta,12,ba,12
seconds,4.719999999999987,,instant,ta,13,ba,13
seconds,4.719999999999987,,special,ms,53,10
seconds,4.799999999999986,,instant,ta,14,ba,14
seconds,4.8999999999999835,,instant,ta,15,ba,15
seconds,4.919999999999983,,special,ms,54,10
seconds,4.979999999999982,,instant,ta,16,ba,16
seconds,5.05999999999998,,instant,ta,17,ba,17
seconds,5.099999999999979,,special,ms,55,10
seconds,5.119999999999979,,instant,ta,18,ba,18
seconds,5.199999999999977,,instant,ta,19,ba,19
seconds,5.259999999999976,,instant,ta,20,ba,20
seconds,5.299999999999975,,special,ms,56,10
seconds,5.339999999999974,,instant,ta,21,ba,21
seconds,5.399999999999973,,instant,ta,22,ba,22
seconds,5.4599999999999715,,instant,ta,23,ba,23
seconds,5.499999999999971,,special,ms,57,10
seconds,5.51999999999997,,instant,ta,24,ba,24
seconds,5.579999999999969,,instant,ta,25,ba,25
seconds,5.639999999999968,,instant,ta,26,ba,26
seconds,5.679999999999967,,instant,ta,27,ba,27
seconds,5.679999999999967,,special,ms,58,10
seconds,5.739999999999966,,instant,ta,28,ba,28
seconds,5.799999999999964,,instant,ta,29,ba,29
seconds,5.839999999999963,,instant,ta,30,ba,30
seconds,5.879999999999963,,special,ms,59,10
seconds,5.899999999999962,,instant,ta,31,ba,31
seconds,5.939999999999961,,instant,ta,32,ba,32
seconds,5.9799999999999605,,instant,ta,33,ba,33
seconds,6.039999999999959,,instant,ta,34,ba,34
seconds,6.059999999999959,,special,ms,60,10
seconds,6.079999999999958,,instant,ta,35,ba,35
seconds,6.1199999999999575,,instant,ta,36,ba,36
seconds,6.159999999999957,,instant,ta,37,ba,37
seconds,6.199999999999956,,instant,ta,38,ba,38
seconds,6.239999999999955,,instant,ta,39,ba,39
seconds,6.2599999999999545,,special,ms,61,10
seconds,6.279999999999954,,instant,ta,40,ba,40
seconds,6.319999999999953,,instant,ta,41,ba,41
seconds,6.359999999999952,,instant,ta,42,ba,42
seconds,6.3999999999999515,,instant,ta,43,ba,43
seconds,6.439999999999951,,instant,ta,44,ba,44
seconds,6.45999999999995,,special,ms,62,10
seconds,6.47999999999995,,instant,ta,45,ba,45
seconds,6.499999999999949,,instant,ta,46,ba,46
seconds,6.5399999999999485,,instant,ta,47,ba,47
seconds,6.579999999999948,,instant,ta,48,ba,48
seconds,6.619999999999947,,instant,ta,49,ba,49
seconds,6.639999999999946,,instant,ta,50,ba,50
seconds,6.639999999999946,,special,ms,63,10
seconds,6.6799999999999455,,instant,ta,51,ba,51
seconds,6.719999999999945,,instant,ta,52,ba,52
seconds,6.739999999999944,,instant,ta,53,ba,53
seconds,6.779999999999943,,instant,ta,54,ba,54
seconds,6.799999999999943,,instant,ta,55,ba,55
seconds,6.839999999999942,,instant,ta,56,ba,56
seconds,6.839999999999942,,special,ms,64,10
seconds,6.879999999999941,,instant,ta,57,ba,57
seconds,6.899999999999941,,instant,ta,58,ba,58
seconds,6.93999999999994,,instant,ta,59,ba,59
seconds,6.95999999999994,,instant,ta,60,ba,60
seconds,6.979999999999939,,instant,ta,61,ba,61
seconds,7.019999999999938,,instant,ta,62,ba,62
seconds,7.019999999999938,,special,ms,65,10
seconds,7.039999999999938,,instant,ta,63,ba,63
seconds,7.079999999999937,,instant,ta,64,ba,64
seconds,7.099999999999937,,instant,ta,65,ba,65
seconds,7.119999999999936,,instant,ta,66,ba,66
seconds,7.159999999999935,,instant,ta,67,ba,67
seconds,7.179999999999935,,instant,ta,68,ba,68
seconds,7.1999999999999345,,instant,ta,69,ba,69
seconds,7.219999999999934,,special,ms,66,10
seconds,7.239999999999934,,instant,ta,70,ba,70
seconds,7.259999999999933,,instant,ta,71,ba,71
seconds,7.279999999999933,,instant,ta,72,ba,72
seconds,7.319999999999932,,instant,ta,73,ba,73
seconds,7.3399999999999315,,instant,ta,74,ba,74
seconds,7.359999999999931,,instant,ta,75,ba,75
seconds,7.379999999999931,,instant,ta,76,ba,76
seconds,7.41999999999993,,instant,ta,77,ba,77
seconds,7.41999999999993,,special,ms,67,10
seconds,7.439999999999929,,instant,ta,78,ba,78
seconds,7.459999999999929,,instant,ta,79,ba,79
seconds,7.4799999999999285,,instant,ta,80,ba,80
seconds,7.499999999999928,,instant,ta,81,ba,81
seconds,7.519999999999928,,instant,ta,82,ba,82
seconds,7.559999999999927,,instant,ta,83,ba,83
seconds,7.579999999999926,,instant,ta,84,ba,84
seconds,7.599999999999926,,instant,ta,85,ba,85
seconds,7.599999999999926,,special,ms,68,10
seconds,7.6199999999999255,,instant,ta,86,ba,86
seconds,7.639999999999925,,instant,ta,87,ba,87
seconds,7.659999999999925,,instant,ta,88,ba,88
seconds,7.679999999999924,,instant,ta,89,ba,89
seconds,7.699999999999924,,instant,ta,90,ba,90
seconds,7.719999999999923,,instant,ta,91,ba,91
seconds,7.739999999999923,,instant,ta,92,ba,92
seconds,7.779999999999922,,instant,ta,93,ba,93
seconds,7.799999999999922,,instant,ta,94,ba,94
seconds,7.799999999999922,,special,ms,69,10
seconds,7.819999999999921,,instant,ta,95,ba,95
seconds,7.839999999999921,,instant,ta,96,ba,96
seconds,7.85999999999992,,instant,ta,97,ba,97
seconds,7.87999999999992,,instant,ta,98,ba,98
seconds,7.8999999999999195,,instant,ta,99,ba,99
seconds,7.919999999999919,,instant,ta,100,ba,100
seconds,7.939999999999919,,instant,ta,101,ba,101
seconds,7.959999999999918,,instant,ta,102,ba,102
seconds,7.979999999999918,,instant,ta,103,ba,103
seconds,7.999999999999917,,instant,ta,104,ba,104
seconds,7.999999999999917,,special,ms,70,10
seconds,8.019999999999918,,instant,ta,105,ba,105
seconds,8.039999999999917,,instant,ta,107,ba,107
seconds,8.059999999999917,,instant,ta,108,ba,108
seconds,8.079999999999917,,instant,ta,109,ba,109
seconds,8.099999999999916,,instant,ta,110,ba,110
seconds,8.119999999999916,,instant,ta,111,ba,111
seconds,8.139999999999915,,instant,ta,112,ba,112
seconds,8.159999999999915,,instant,ta,113,ba,113
seconds,8.179999999999914,,instant,ta,114,ba,114
seconds,8.179999999999914,,special,ms,71,10
seconds,8.199999999999914,,instant,ta,115,ba,115
seconds,8.219999999999914,,instant,ta,116,ba,116
seconds,8.239999999999913,,instant,ta,118,ba,118
seconds,8.259999999999913,,instant,ta,119,ba,119
seconds,8.279999999999912,,instant,ta,120,ba,120
seconds,8.299999999999912,,instant,ta,121,ba,121
seconds,8.319999999999911,,instant,ta,122,ba,122
seconds,8.339999999999911,,instant,ta,123,ba,123
seconds,8.35999999999991,,instant,ta,125,ba,125
seconds,8.37999999999991,,instant,ta,126,ba,126
seconds,8.37999999999991,,special,ms,72,10
seconds,8.39999999999991,,instant,ta,127,ba,127
